month,base_payment,cost,revenue,adjustment,margin,wmvi,employer_exposure,regime,event,cap_hit,project
2022-06-01,0.047011697819507536,0.05262745185577141,0.04731803697880826,0.0003063391593007205,-0.005309414876963153,2.636389807446853,0.0033358510010529172,FIDIC 13.8,True,False,water
2022-07-01,0.03771648250320634,0.04271109057623915,0.03801000753214955,0.00029352502894321305,-0.004701083044089595,2.0246570967931357,0.0036293760299961303,FIDIC 13.8,True,False,water
2022-08-01,0.029576786190120333,0.03358277201277748,0.029630352783057746,5.3566592937413715e-05,-0.0039524192297197315,1.846293002923112,0.003682942622933544,FIDIC 13.8,True,False,water
2022-09-01,0.022781589352649817,0.025892413760669256,0.022796711977979587,1.5122625329771046e-05,-0.0030957017826896693,0.33071541717846953,0.003698065248263315,FIDIC 13.8,True,False,water
2022-10-01,0.01730640935067242,0.01981636327546151,0.017394468324968177,8.805897429575679e-05,-0.002421894950493334,1.4798907025779506,0.0037861242225590715,FIDIC 13.8,True,False,water
2021-03-01,0.04978706836786394,0.050992245051689124,0.04978706836786394,0.0,-0.0012051766838251862,-0.5684711259200619,0.0,DAM,False,False,water
2021-04-01,0.01730640935067218,0.01775116085685691,0.017444860625477558,0.00013845127480537745,-0.0003063002313793521,-1.1629186746394269,0.00013845127480537745,DAM,True,True,water
2021-05-01,0.022781589352649862,0.02341564672463921,0.022781589352649862,0.0,-0.0006340573719893494,-1.0270971111415526,0.00013845127480537745,DAM,False,False,water
2021-06-01,0.02957678619012032,0.03042280054180175,0.02957678619012032,0.0,-0.0008460143516814296,-1.0234795015896792,0.00013845127480537745,DAM,False,False,water
2021-07-01,0.03771648250320634,0.039562738619941126,0.03771648250320634,0.0,-0.001846256116734786,-0.17507464997800753,0.00013845127480537745,DAM,False,False,water
2021-08-01,0.04701169781950759,0.04935970233214135,0.04701169781950759,0.0,-0.0023480045126337556,-0.19241635420053954,0.00013845127480537745,DAM,False,False,water
2021-09-01,0.05695978706288449,0.059986371720372925,0.05695978706288449,0.0,-0.0030265846574884375,-0.16462069989965356,0.00013845127480537745,DAM,False,False,water
2021-10-01,0.06668946003627553,0.07005977909654301,0.06668946003627553,0.0,-0.003370319060267482,0.5228340253777541,0.00013845127480537745,DAM,False,False,water
2021-11-01,0.0750208504473029,0.07953288494215977,0.0750208504473029,0.0,-0.004512034494856862,-0.41469653089788716,0.00013845127480537745,DAM,False,False,water
2021-12-01,0.08069031776349986,0.08563469159603958,0.08069031776349986,0.0,-0.00494437383253972,-0.21193500337216453,0.00013845127480537745,DAM,False,False,water
2022-01-01,0.08270617057989789,0.08925056231740656,0.08270617057989789,0.0,-0.006544391737508676,-0.4588434300588735,0.00013845127480537745,DAM,False,False,water
2022-02-01,0.08069031776349962,0.08688148635149305,0.08069031776349962,0.0,-0.006191168587993429,0.11903503754810331,0.00013845127480537745,DAM,False,False,water
2022-03-01,0.07502085044730285,0.08128483909159591,0.0754113356006755,0.0003904851533726645,-0.005873503490920404,1.1020502168456427,0.0005289364281780419,DAM,True,False,water
2022-04-01,0.06668946003627553,0.07292362743840806,0.06668946003627553,0.0,-0.006234167402132534,-0.13069330358515868,0.0005289364281780419,DAM,False,False,water
2022-05-01,0.05695978706288466,0.06314527873380679,0.05741546535938774,0.0004556782965030773,-0.005729813374419052,1.953889663512594,0.0009846147246811191,DAM,True,True,water
2022-06-01,0.047011697819507536,0.05262745185577141,0.047387791402063596,0.0003760935825560603,-0.0052396604537078145,2.636389807446853,0.0013607083072371795,DAM,True,True,water
2022-07-01,0.03771648250320634,0.04271109057623915,0.03801821436323199,0.00030173186002565075,-0.004692876213007159,2.0246570967931357,0.0016624401672628302,DAM,True,True,water
2022-08-01,0.029576786190120333,0.03358277201277748,0.029813400479641296,0.00023661428952096266,-0.0037693715331361816,1.846293002923112,0.001899054456783793,DAM,True,True,water
2022-09-01,0.022781589352649817,0.025892413760669256,0.022781589352649817,0.0,-0.0031108244080194393,0.33071541717846953,0.001899054456783793,DAM,False,False,water
2022-10-01,0.01730640935067242,0.01981636327546151,0.0174448606254778,0.00013845127480537937,-0.0023715026499837102,1.4798907025779506,0.0020375057315891723,DAM,True,True,water
