project,regime,margin_variance,budget_variance,adjustment_count,cap_hit_count,worst_margin,max_employer_exposure,sim_id
road,FIDIC 13.8,1.0874112035715345e-06,0.000370539777099431,23,0,-0.003247288869988582,0.053263403302085614,751
road,DAM,1.2840665504013432e-06,0.00036671855844382903,6,1,-0.003505759550212831,0.049830113056707495,751
road,Fixed-price,4.7172831997196225e-06,0.00033542034092931295,0,0,-0.006147373613767791,0.0,752
road,FIDIC 13.8,7.547653119551384e-07,0.0003582393728198782,23,0,-0.0024589494455071192,0.04044338855697039,752
road,DAM,7.318166790484219e-07,0.0003574925606340781,5,0,-0.0024834794255827464,0.03681066919792262,752
road,Fixed-price,9.112620012857053e-06,0.00033542034092931295,0,0,-0.009043434054188462,0.0,753
road,FIDIC 13.8,1.4580192020571273e-06,0.00037621481265664764,23,0,-0.003617373621675385,0.05594768269251761,753
road,DAM,1.62319549658997e-06,0.00037550341191068575,6,0,-0.004522940667155362,0.05199595037531124,753
road,Fixed-price,5.536269544789334e-06,0.00033542034092931295,0,0,-0.007216223679369804,0.0,754
road,FIDIC 13.8,8.858031271662933e-07,0.00037574219008441103,23,0,-0.0028864894717479245,0.0522437903630116,754
road,DAM,1.1319761211552031e-06,0.00037371764653215087,5,0,-0.0031621652029689903,0.04742753442233368,754
road,Fixed-price,5.97018573639729e-06,0.00033542034092931295,0,0,-0.007825150772608674,0.0,755
road,FIDIC 13.8,9.552297178235658e-07,0.00037103232467073136,23,0,-0.0031300603090434614,0.05739931186466555,755
road,DAM,1.1464623621331254e-06,0.00036694713696983533,6,0,-0.0036106857719391122,0.05267463847820554,755
road,Fixed-price,6.010825231925045e-06,0.00033542034092931295,0,0,-0.008188571544312198,0.0,756
road,FIDIC 13.8,9.617320371080087e-07,0.000372384672844766,23,0,-0.003275428617724882,0.0561452940946335,756
road,DAM,1.173094737792753e-06,0.0003689403415543321,5,0,-0.0034379367836164104,0.05057085311158653,756
road,Fixed-price,1.675025898682706e-05,0.00033542034092931295,0,0,-0.011586262814102175,0.0,757
road,FIDIC 13.8,2.6800414378923293e-06,0.0004086850900001217,23,0,-0.00463450512564087,0.07688158251026,757
road,DAM,3.3719387090177385e-06,0.0004021925760558395,5,0,-0.0054025042238877025,0.07013089532176886,757
road,Fixed-price,7.070914201221202e-06,0.00033542034092931295,0,0,-0.007637586308619382,0.0,758
road,FIDIC 13.8,1.1313462721953931e-06,0.00037523661460260523,23,0,-0.0030550345234477555,0.05723650872220509,758
road,DAM,1.4180437422255243e-06,0.0003707852407498449,6,0,-0.003815856697321457,0.05253824712985548,758
road,Fixed-price,6.0152564200589905e-06,0.00033542034092931295,0,0,-0.007157141717709106,0.0,759
road,FIDIC 13.8,9.624410272094377e-07,0.0003760100102834876,23,0,-0.002862856687083651,0.05751035591065792,759
road,DAM,1.0875651882267195e-06,0.0003739829144284254,6,0,-0.0031614879931043255,0.053739761777891366,759
road,Fixed-price,6.5368970118939055e-06,0.00033542034092931295,0,0,-0.008032034660391499,0.0,760
road,FIDIC 13.8,1.0459035219030235e-06,0.00037179161818447416,23,0,-0.0032128138641566023,0.06840754547727058,760
road,DAM,1.2740643401346272e-06,0.0003709995597794225,6,0,-0.0036441422884885416,0.0619567630093425,760
road,Fixed-price,8.82509248916891e-06,0.00033542034092931295,0,0,-0.00957337636841206,0.0,761
road,FIDIC 13.8,1.4120147982670277e-06,0.0003850176176747358,23,0,-0.0038293505473648293,0.06643981754687742,761
road,DAM,1.7940695255825941e-06,0.0003811628534743388,5,0,-0.004296094360185507,0.06149126873567155,761
road,Fixed-price,6.239987657115495e-06,0.00033542034092931295,0,0,-0.00842414295234059,0.0,762
road,FIDIC 13.8,9.98398025138478e-07,0.0003690579043270617,23,0,-0.0033696571809362363,0.054097058184427414,762
road,DAM,1.0618146714211055e-06,0.00036682942022919145,5,0,-0.0033696571809362363,0.04941070155495524,762
road,Fixed-price,4.094691166676712e-06,0.00033542034092931295,0,0,-0.006126487030029548,0.0,763
road,FIDIC 13.8,6.551505866682733e-07,0.00036158246760544134,23,0,-0.0024505948120118193,0.0494736037387286,763
road,DAM,8.468192518484461e-07,0.00035840892505433847,6,0,-0.0031527088557759125,0.04551062134586136,763
road,Fixed-price,1.5145121584402654e-05,0.00033542034092931295,0,0,-0.012801361836562386,0.0,764
road,FIDIC 13.8,2.423219453504428e-06,0.0003971460451233476,23,0,-0.005120544734624963,0.08588964136766385,764
road,DAM,3.109132534010708e-06,0.0003986341125058115,4,0,-0.006125463317404989,0.07522352803288475,764
road,Fixed-price,5.340692036657921e-06,0.00033542034092931295,0,0,-0.007395546544445977,0.0,765
road,FIDIC 13.8,8.545107258652657e-07,0.00034927306877201606,23,0,-0.0029582186177783895,0.037529249606941574,765
road,DAM,9.311881992292114e-07,0.0003428246289799027,4,0,-0.0029582186177783895,0.03198916032668789,765
road,Fixed-price,3.823435497771571e-06,0.00033542034092931295,0,0,-0.005868102534280113,0.0,766
road,FIDIC 13.8,6.117496796434513e-07,0.00036069282860654375,23,0,-0.0023472410137120453,0.04746385875557143,766
road,DAM,6.878850418381248e-07,0.0003592710745826705,5,0,-0.0028388996596979063,0.0426741395857268,766
road,Fixed-price,4.803001836840864e-06,0.00033542034092931295,0,0,-0.006839836250542228,0.0,767
road,FIDIC 13.8,7.68480293894538e-07,0.0003726264589830933,23,0,-0.002735934500216891,0.050789601968480994,767
road,DAM,1.0067930392442914e-06,0.00037042557722797323,5,0,-0.003378523271331396,0.04529993636763803,767
road,Fixed-price,1.5614933749159534e-06,0.00033542034092931295,0,0,-0.0042357978651110795,0.0,768
road,FIDIC 13.8,2.4983893998655164e-07,0.0003580354450256421,23,0,-0.0016943191460444262,0.031821061975964626,768
road,DAM,2.782397326627947e-07,0.000359667567289732,3,0,-0.0019416994392039214,0.029446499947787176,768
road,Fixed-price,4.769837145424412e-06,0.00033542034092931295,0,0,-0.006579726962438179,0.0,769
road,FIDIC 13.8,7.631739432679069e-07,0.0003714107169617074,23,0,-0.002631890784975277,0.05247179100016333,769
road,DAM,8.907455863969609e-07,0.000369803060522684,5,0,-0.003446486960254125,0.04932251135338411,769
road,Fixed-price,5.138035023989183e-06,0.00033542034092931295,0,0,-0.006878568163687884,0.0,770
road,FIDIC 13.8,8.220856038382688e-07,0.00036362982393946236,23,0,-0.0027514272654751565,0.05427137148633229,770
road,DAM,9.065374012100251e-07,0.0003617940945916545,6,0,-0.0034813087508687585,0.04971199355958937,770
road,Fixed-price,2.0016586264799135e-06,0.00033542034092931295,0,0,-0.004545387446193143,0.0,771
road,FIDIC 13.8,3.20265380236785e-07,0.0003502191826708963,23,0,-0.00181815497847726,0.031656784183022445,771
road,DAM,4.797899597581733e-07,0.00034544485333276126,5,0,-0.002315657410316224,0.02649293649150175,771
road,Fixed-price,1.5833599880981775e-05,0.00033542034092931295,0,0,-0.012438454975798527,0.0,772
road,FIDIC 13.8,2.533375980957085e-06,0.0004067957968510191,23,0,-0.004975381990319411,0.09374338124425595,772
road,DAM,3.3065148986854704e-06,0.000406374179861812,4,0,-0.0059279640014986285,0.0814727717335326,772
road,Fixed-price,3.7898337761488616e-06,0.00033542034092931295,0,0,-0.005624326101070498,0.0,773
road,FIDIC 13.8,6.063734041838174e-07,0.0003589065505906905,23,0,-0.0022497304404281993,0.04362992217657373,773
road,DAM,7.535360884577177e-07,0.00035676970933548065,5,0,-0.002994625086489039,0.03865239028684652,773
road,Fixed-price,8.576247677606256e-06,0.00033542034092931295,0,0,-0.008539842193268324,0.0,774
road,FIDIC 13.8,1.372199628417001e-06,0.00038414257527246993,23,0,-0.0034159368773073323,0.06816855724693732,774
road,DAM,1.7255927613684919e-06,0.00037998441326995443,6,0,-0.004232353941974104,0.0625455644994771,774
road,Fixed-price,1.4278723673707065e-06,0.00033542034092931295,0,0,-0.0040322816517364204,0.0,775
road,FIDIC 13.8,2.284595787793132e-07,0.0003473074003580135,23,0,-0.0016129126606945696,0.02872269600432971,775
road,DAM,3.187840564840393e-07,0.00034633458983723917,3,0,-0.002306700519555352,0.024529775865882546,775
road,Fixed-price,2.9764850646335186e-06,0.00033542034092931295,0,0,-0.005233266154245089,0.0,776
road,FIDIC 13.8,4.7623761034136364e-07,0.00036455434387371266,23,0,-0.002093306461698044,0.03477787958700781,776
road,DAM,7.601910898991253e-07,0.00035830202740530867,3,0,-0.0027836704210684737,0.027239224853352582,776
road,Fixed-price,5.6047793935981884e-06,0.00033542034092931295,0,0,-0.007070302801979067,0.0,777
road,FIDIC 13.8,8.96764702975711e-07,0.00037099041433139067,23,0,-0.0028281211207916296,0.05123898519223929,777
road,DAM,1.1585429582057161e-06,0.0003656169297801351,6,0,-0.0034100830249928077,0.04606274906673416,777
road,Fixed-price,3.1780837904378305e-06,0.00033542034092931295,0,0,-0.005065845339708448,0.0,778
road,FIDIC 13.8,5.084934064700528e-07,0.00035863035338472234,23,0,-0.0020263381358833835,0.0404559500660778,778
road,DAM,7.39898678917929e-07,0.0003544535097960521,5,0,-0.0027843047728931952,0.03489955910195609,778
road,Fixed-price,7.917474107556115e-06,0.00033542034092931295,0,0,-0.00869216411578555,0.0,779
road,FIDIC 13.8,1.266795857208978e-06,0.00038328436937187007,23,0,-0.00347686564631422,0.0569983922024107,779
road,DAM,1.451296780508312e-06,0.0003822002965387943,5,1,-0.00347686564631422,0.05433616930451661,779
road,Fixed-price,1.3945553219915378e-05,0.00033542034092931295,0,0,-0.01196192853799033,0.0,780
road,FIDIC 13.8,2.2312885151864634e-06,0.0003980756838860449,23,0,-0.004784771415196135,0.07965070634256133,780
road,DAM,2.388746163354106e-06,0.00040167163023144785,6,0,-0.004784771415196135,0.07309070763341376,780
road,Fixed-price,1.1208243079071295e-05,0.00033542034092931295,0,0,-0.010452512585371193,0.0,781
road,FIDIC 13.8,1.793318892651409e-06,0.0003971792191307514,23,0,-0.004181005034148477,0.0773467462832887,781
road,DAM,2.3263965018880253e-06,0.000389997897981529,6,0,-0.005062247992637478,0.0717940438320285,781
road,Fixed-price,1.4292391543247941e-05,0.00033542034092931295,0,0,-0.011749102945161155,0.0,782
road,FIDIC 13.8,2.2867826469196667e-06,0.00039734397713019743,23,0,-0.0046996411780644565,0.07876150904599113,782
road,DAM,2.712666893125704e-06,0.0003932249014672651,5,0,-0.005476173685737273,0.07185932400112433,782
road,Fixed-price,1.5041920210441389e-05,0.00033542034092931295,0,0,-0.011194110202414183,0.0,783
road,FIDIC 13.8,2.4067072336706215e-06,0.0003961184079024794,23,0,-0.0044776440809656745,0.07428990615843338,783
road,DAM,2.68449420282005e-06,0.00039575619509168975,5,1,-0.0048665346449536795,0.07119944862373193,783
road,Fixed-price,2.480027177080294e-05,0.00033542034092931295,0,0,-0.014958404298067288,0.0,784
road,FIDIC 13.8,3.968043483328473e-06,0.0004149705796017308,23,0,-0.005983361719226921,0.09922004259607614,784
road,DAM,6.0027346829542135e-06,0.0004184964395092847,5,0,-0.007479798362006976,0.08142585009103523,784
road,Fixed-price,1.4839923359120964e-05,0.00033542034092931295,0,0,-0.01231798830433422,0.0,785
road,FIDIC 13.8,2.3743877374593536e-06,0.0003975027819942765,23,0,-0.004927195321733684,0.08927222067584267,785
road,DAM,3.245214665935942e-06,0.00040033689677290886,6,0,-0.006161016711201575,0.07968998851165557,785
road,Fixed-price,4.157374996091509e-06,0.00033542034092931295,0,0,-0.006479300129019178,0.0,786
road,FIDIC 13.8,6.651799993746418e-07,0.000370071495341435,23,0,-0.0025917200516076683,0.048666981647330985,786
road,DAM,9.76355631681732e-07,0.0003642616722785452,5,0,-0.003317309205655712,0.043239219764912414,786
road,Fixed-price,1.1321282950867764e-05,0.00033542034092931295,0,0,-0.010185872168312515,0.0,787
road,FIDIC 13.8,1.811405272138844e-06,0.0003975680264166493,23,0,-0.004074348867325009,0.0798590619506933,787
road,DAM,2.4231205333369997e-06,0.0003908467741037234,5,0,-0.005000911073693368,0.07230171777319179,787
road,Fixed-price,1.5839272033777186e-05,0.00033542034092931295,0,0,-0.01183913573935462,0.0,788
road,FIDIC 13.8,2.534283525404346e-06,0.00040772497513993645,23,0,-0.00473565429574184,0.09118936951023486,788
road,DAM,3.190601727171923e-06,0.00040749873525140566,5,0,-0.0055459540103389784,0.08103058051530368,788
road,Fixed-price,9.32512556338047e-06,0.00033542034092931295,0,0,-0.0089922764680785,0.0,789
road,FIDIC 13.8,1.4920200901408742e-06,0.00038077165806285883,23,0,-0.0035969105872313972,0.0708639208291963,789
road,DAM,1.6862589870389204e-06,0.00038333301522377105,4,0,-0.004245941394295891,0.06226521084098626,789
road,Fixed-price,8.699898005236531e-06,0.00033542034092931295,0,0,-0.008178822582686249,0.0,790
road,FIDIC 13.8,1.3919836808378457e-06,0.0003805599050699616,23,0,-0.0032715290330744967,0.06095362984275672,790
road,DAM,1.8374555847646586e-06,0.0003738909069321214,6,1,-0.004132287354247824,0.05539741857135268,790
road,Fixed-price,1.4311632213623339e-06,0.00033542034092931295,0,0,-0.004486579110033591,0.0,791
road,FIDIC 13.8,2.289861154179737e-07,0.00034289599067511054,23,0,-0.0017946316440134377,0.02820168131080603,791
road,DAM,2.6614629467394615e-07,0.00034138020798073714,4,0,-0.0017946316440134377,0.025283579426015813,791
road,Fixed-price,4.869670307128678e-06,0.00033542034092931295,0,0,-0.006417769967841561,0.0,792
road,FIDIC 13.8,7.79147249140591e-07,0.00037206701520792527,23,0,-0.0025671079871366353,0.04813248068855772,792
road,DAM,8.523755508506972e-07,0.00037092449793493494,5,0,-0.0030272888936776765,0.04386211425500328,792
road,Fixed-price,4.468247805399333e-06,0.00033542034092931295,0,0,-0.006528481848616222,0.0,793
road,FIDIC 13.8,7.14919648863893e-07,0.00037260177905080045,23,0,-0.002611392739446494,0.05133845820550663,793
road,DAM,1.0126502167188933e-06,0.0003669998685038264,4,0,-0.003334387865048527,0.04590242431940216,793
road,Fixed-price,5.3939041307744715e-06,0.00033542034092931295,0,0,-0.0074512388060390955,0.0,794
road,FIDIC 13.8,8.630246609239162e-07,0.0003798737091704596,23,0,-0.002980495522415638,0.05747988426210435,794
road,DAM,1.1313290896363621e-06,0.0003755203272454391,5,0,-0.0035874247688117283,0.05374687604329734,794
road,Fixed-price,1.1665426558923484e-05,0.00033542034092931295,0,0,-0.011194833189740253,0.0,795
road,FIDIC 13.8,1.8664682494277577e-06,0.0003948558776513573,23,0,-0.004477933275896101,0.07395032118860034,795
road,DAM,2.0186243074953705e-06,0.0003937863053954747,5,1,-0.00450485817357138,0.07010901054306967,795
road,Fixed-price,4.044350722791558e-06,0.00033542034092931295,0,0,-0.005971532622921258,0.0,796
road,FIDIC 13.8,6.470961156466492e-07,0.0003596598934959611,23,0,-0.0023886130491685073,0.042484988964489795,796
road,DAM,8.079152216227839e-07,0.00035493807922085113,5,0,-0.0029619472318635903,0.03808352744902313,796
road,Fixed-price,1.269890565549658e-05,0.00033542034092931295,0,0,-0.010426410534196184,0.0,797
road,FIDIC 13.8,2.0318249048794534e-06,0.000384793713381801,23,0,-0.004170564213678479,0.07669944550657408,797
road,DAM,2.7138015892155092e-06,0.0003903281168162641,5,0,-0.004973135040580168,0.06517745970624769,797
road,Fixed-price,1.8554826304134053e-05,0.00033542034092931295,0,0,-0.012160847318263321,0.0,798
road,FIDIC 13.8,2.9687722086614483e-06,0.0004043981972786646,23,0,-0.004864338927305326,0.08513717362079501,798
road,DAM,3.83704290637503e-06,0.0004128005959738188,4,0,-0.005936550183697563,0.07363445174848686,798
road,Fixed-price,6.0754459101212614e-06,0.00033542034092931295,0,0,-0.00789930017503318,0.0,799
road,FIDIC 13.8,9.72071345619402e-07,0.0003795121724364547,23,0,-0.0031597200700132777,0.05604259703402805,799
road,DAM,1.1801501280830436e-06,0.00037638023413783867,4,0,-0.0035354805217988478,0.050492504964581075,799
road,Fixed-price,1.5279061567152576e-06,0.00033542034092931295,0,0,-0.0040218793980873885,0.0,800
road,FIDIC 13.8,2.444649850744409e-07,0.000352762195829185,23,0,-0.0016087517592349582,0.02987547376525072,800
road,DAM,4.985232455514045e-07,0.00035034877738156743,3,0,-0.002537178005652868,0.026309470477261062,800
road,Fixed-price,3.750099715076863e-06,0.00033542034092931295,0,0,-0.005911314863711534,0.0,801
road,FIDIC 13.8,6.000159544122985e-07,0.0003657841982901483,23,0,-0.0023645259454846135,0.04360102920059923,801
road,DAM,5.834032903514274e-07,0.00036729498048063857,5,0,-0.0023645259454846135,0.04191182734069298,801
road,Fixed-price,9.415326503997633e-06,0.00033542034092931295,0,0,-0.008817793575909283,0.0,802
road,FIDIC 13.8,1.5064522406396218e-06,0.0003818601546518472,23,0,-0.003527117430363713,0.06708573168246006,802
road,DAM,1.8757637868393678e-06,0.000378875848329841,6,1,-0.0042496587057996305,0.05963574280322716,802
road,Fixed-price,8.58286805373515e-06,0.00033542034092931295,0,0,-0.009346828158101811,0.0,803
road,FIDIC 13.8,1.3732588885976239e-06,0.0003832703849595118,23,0,-0.003738731263240716,0.06414933302925664,803
road,DAM,1.5903795006184406e-06,0.0003787322359790394,6,0,-0.004648062995370197,0.05939137525508534,803
road,Fixed-price,1.1013792348229698e-06,0.00033542034092931295,0,0,-0.003440930114738658,0.0,804
road,FIDIC 13.8,1.7622067757167613e-07,0.00035394769888837086,23,0,-0.0013763720458954687,0.024106491276257625,804
road,DAM,5.291113417483718e-07,0.00034484734629947316,2,0,-0.0023599345255121834,0.01642675544089456,804
road,Fixed-price,1.114815473009119e-05,0.00033542034092931295,0,0,-0.010523616393262797,0.0,805
road,FIDIC 13.8,1.7837047568145908e-06,0.0003832742374902588,23,0,-0.00420944655730511,0.08300100795959117,805
road,DAM,2.6175803209993904e-06,0.00039012950158735863,5,0,-0.005139575337557212,0.0709968121612196,805
road,Fixed-price,5.5446591923221e-06,0.00033542034092931295,0,0,-0.0064776816610808835,0.0,806
road,FIDIC 13.8,8.871454707715371e-07,0.0003645983744730705,23,0,-0.002591072664432356,0.045362289124676915,806
road,DAM,9.088944174900896e-07,0.0003625171280967805,5,1,-0.0028515923510411545,0.04075171268106729,806
road,Fixed-price,4.168175455309301e-06,0.00033542034092931295,0,0,-0.006434283277780353,0.0,807
road,FIDIC 13.8,6.669080728494885e-07,0.00036773654410864054,23,0,-0.0025737133111121413,0.04741512393338372,807
road,DAM,8.598598903371267e-07,0.0003639215013118028,5,0,-0.0033702333839757473,0.04324817437507169,807
road,Fixed-price,1.4234007329735553e-05,0.00033542034092931295,0,0,-0.011333297701537036,0.0,808
road,FIDIC 13.8,2.2774411727576886e-06,0.00040098345267389706,23,0,-0.004533319080614814,0.09114957759529725,808
road,DAM,3.074597187888018e-06,0.00040055587303851987,6,0,-0.005417281616179034,0.07960259072041698,808
road,Fixed-price,3.47025806488612e-06,0.00033542034092931295,0,0,-0.006308991257433352,0.0,809
road,FIDIC 13.8,5.552412903817806e-07,0.0003681162380011745,23,0,-0.0025235965029733465,0.04883561184272182,809
road,DAM,8.780581478117042e-07,0.0003606447218775485,5,0,-0.0031226837284886733,0.042257534142418854,809
road,Fixed-price,7.219705096666747e-06,0.00033542034092931295,0,0,-0.008082578038849278,0.0,810
road,FIDIC 13.8,1.1551528154666796e-06,0.0003785077612882713,23,0,-0.0032330312155397084,0.062486040651884324,810
road,DAM,1.1862558765308046e-06,0.0003794536507690999,5,0,-0.0035717830928589794,0.057444089112531536,810
road,Fixed-price,4.886618334365255e-06,0.00033542034092931295,0,0,-0.007010922451602744,0.0,811
road,FIDIC 13.8,7.81858933498442e-07,0.0003756703738227401,23,0,-0.0028043689806410976,0.0562759273976263,811
road,DAM,6.047411309632337e-07,0.00038114233633547434,5,1,-0.0026538271325253493,0.056000353697069176,811
road,Fixed-price,6.578883347574948e-06,0.00033542034092931295,0,0,-0.008532035681397168,0.0,812
road,FIDIC 13.8,1.0526213356119928e-06,0.0003703563597378657,23,0,-0.0034128142725588645,0.05723313015111132,812
road,DAM,1.2507682172066222e-06,0.0003664453792601059,6,1,-0.0036264865086713255,0.05237480454642289,812
road,Fixed-price,1.8098444758423255e-05,0.00033542034092931295,0,0,-0.012970416826901005,0.0,813
road,FIDIC 13.8,2.895751161347718e-06,0.00040049051826288734,23,0,-0.005188166730760405,0.08361907680032138,813
road,DAM,3.623284234300795e-06,0.0004000657972581963,6,1,-0.006496960620350725,0.07305402298894291,813
road,Fixed-price,8.063110017212585e-06,0.00033542034092931295,0,0,-0.009631311049432198,0.0,814
road,FIDIC 13.8,1.2900976027540147e-06,0.00038339052075728603,23,0,-0.003852524419772879,0.07197511323056952,814
road,DAM,1.7116577383574454e-06,0.000379575598162495,6,1,-0.004581382775546858,0.06417573919842302,814
road,Fixed-price,7.579559623508709e-06,0.00033542034092931295,0,0,-0.007792131580446088,0.0,815
road,FIDIC 13.8,1.2127295397613953e-06,0.0003676127223629924,23,0,-0.003116852632178438,0.05792083783950634,815
road,DAM,1.4022193337808683e-06,0.0003700744160221019,6,0,-0.0034190927781309194,0.05148049599214469,815
road,Fixed-price,2.676460420456689e-06,0.00033542034092931295,0,0,-0.005393862801725199,0.0,816
road,FIDIC 13.8,4.282336672730705e-07,0.00036104305079868423,23,0,-0.0021575451206900798,0.048905190709419726,816
road,DAM,5.979755618450294e-07,0.00035643647655278146,5,0,-0.002800411625265925,0.043523310344611085,816
road,Fixed-price,1.5135810006466406e-05,0.00033542034092931295,0,0,-0.012168982871544276,0.0,817
road,FIDIC 13.8,2.421729601034628e-06,0.00039944185430768124,23,0,-0.004867593148617705,0.08242491664313832,817
road,DAM,2.9627567870260715e-06,0.00039922541359124097,5,0,-0.005811943782022766,0.07323737024204084,817
road,Fixed-price,2.915432041841115e-06,0.00033542034092931295,0,0,-0.0052160509301761165,0.0,818
road,FIDIC 13.8,4.664691266945786e-07,0.00035764956578620763,23,0,-0.0020864203720704494,0.03952585533084689,818
road,DAM,6.678624749807969e-07,0.0003525376113457142,5,0,-0.0026040007643205604,0.03518199608539199,818
road,Fixed-price,2.4447191335288958e-06,0.00033542034092931295,0,0,-0.004551674356516086,0.0,819
road,FIDIC 13.8,3.911550613646234e-07,0.00036370392838995833,23,0,-0.0018206697426064317,0.03437601248536282,819
road,DAM,5.487336960969075e-07,0.0003612967034024881,3,0,-0.002454389736214889,0.030631880932746144,819
road,Fixed-price,1.99701772411701e-05,0.00033542034092931295,0,0,-0.014223746237599727,0.0,820
road,FIDIC 13.8,3.1952283585872133e-06,0.00040284316731241545,23,0,-0.005689498495039885,0.08690573545261783,820
road,DAM,5.386735558470279e-06,0.00040073649467100935,5,0,-0.007420762310403908,0.07049354982472865,820
road,Fixed-price,1.1286944234299642e-06,0.00033542034092931295,0,0,-0.0033388764547806205,0.0,821
road,FIDIC 13.8,1.8059110774879398e-07,0.00034591449696239524,23,0,-0.0013355505819122454,0.024188692892708585,821
road,DAM,2.928385294126657e-07,0.00034168300620892347,4,0,-0.002228023124825007,0.01780973696990964,821
road,Fixed-price,3.761547888539652e-06,0.00033542034092931295,0,0,-0.006497291080476725,0.0,822
road,FIDIC 13.8,6.018476621663449e-07,0.00035957363200574545,23,0,-0.0025989164321906927,0.04649606360364217,822
road,DAM,6.437049478517371e-07,0.00035678738241155263,5,0,-0.002935217472036525,0.04041149143900068,822
road,Fixed-price,1.1139847309985251e-05,0.00033542034092931295,0,0,-0.011098034330832687,0.0,823
road,FIDIC 13.8,1.7823755695976426e-06,0.00038649651726963187,23,0,-0.0044392137323330805,0.08052476324238185,823
road,DAM,2.298691599603142e-06,0.00038505475009868793,6,0,-0.004979422150942443,0.07206567808663382,823
road,Fixed-price,8.987180681339477e-06,0.00033542034092931295,0,0,-0.009644523100068261,0.0,824
road,FIDIC 13.8,1.437948909014317e-06,0.000388383887565542,23,0,-0.0038578092400273073,0.06659543978944858,824
road,DAM,1.3207785325607972e-06,0.0003909879314714898,5,0,-0.0038578092400273073,0.06428159157623876,824
road,Fixed-price,1.3649791713259694e-05,0.00033542034092931295,0,0,-0.01082516064108216,0.0,825
road,FIDIC 13.8,2.1839666741215494e-06,0.00038508215374826355,23,0,-0.0043300642564328695,0.06353355090919695,825
road,DAM,2.2175341912476733e-06,0.0003844993553656034,5,1,-0.004364588266095246,0.05975120619496384,825
road,Fixed-price,3.1145082387514144e-06,0.00033542034092931295,0,0,-0.005654292202772582,0.0,826
road,FIDIC 13.8,4.983213182002258e-07,0.0003633150137934951,23,0,-0.002261716881109037,0.04180899251938114,826
road,DAM,5.105298031572548e-07,0.00036378629944151835,4,0,-0.0022678178828349077,0.03960172587296041,826
road,Fixed-price,4.164590265173977e-06,0.00033542034092931295,0,0,-0.005563364110542833,0.0,827
road,FIDIC 13.8,6.663344424278368e-07,0.0003518935414468915,23,0,-0.0022253456442171346,0.035338045175496616,827
road,DAM,8.747060464926078e-07,0.0003506705019742807,5,0,-0.002663251074413342,0.031617309506175625,827
road,Fixed-price,6.376211462628634e-06,0.00033542034092931295,0,0,-0.008378175290381651,0.0,828
road,FIDIC 13.8,1.0201938340205809e-06,0.0003786612838034789,23,0,-0.0033512701161526603,0.05493403846409695,828
road,DAM,1.1084680043548694e-06,0.00037685211865165074,5,0,-0.0033512701161526603,0.05135356851915077,828
road,Fixed-price,5.555701663018902e-06,0.00033542034092931295,0,0,-0.007309863857691362,0.0,829
road,FIDIC 13.8,8.889122660830234e-07,0.00036003365294200407,23,0,-0.0029239455430765462,0.05322908370013936,829
road,DAM,9.382253296346707e-07,0.00036282298298815686,5,0,-0.0033284361659929873,0.049171291366678166,829
road,Fixed-price,2.2810951352265964e-05,0.00033542034092931295,0,0,-0.013539893181920434,0.0,830
road,FIDIC 13.8,3.6497522163625556e-06,0.00042110307635924264,23,0,-0.005415957272768182,0.10167310552875612,830
road,DAM,5.108842875511272e-06,0.0004220565455001158,5,0,-0.006492361756657017,0.08703726011656657,830
road,Fixed-price,8.279627847026857e-06,0.00033542034092931295,0,0,-0.009372775646873666,0.0,831
road,FIDIC 13.8,1.324740455524298e-06,0.00037896357722134506,23,0,-0.0037491102587494662,0.06532623609362498,831
road,DAM,1.3628035535955812e-06,0.00037971476395460456,6,1,-0.004137611965577222,0.06158577537556641,831
road,Fixed-price,6.21596969431833e-06,0.00033542034092931295,0,0,-0.007227952692624134,0.0,832
road,FIDIC 13.8,9.945551510909307e-07,0.0003593545187876158,23,0,-0.002891181077049651,0.04728227793458893,832
road,DAM,9.55973636220726e-07,0.00035761430464718424,5,0,-0.003475477551710779,0.04062577984944682,832
road,Fixed-price,4.5376430750590755e-06,0.00033542034092931295,0,0,-0.0063207985142716,0.0,833
road,FIDIC 13.8,7.260228920094523e-07,0.0003706945840768054,23,0,-0.0025283194057086344,0.04387276692931784,833
road,DAM,9.071610295355882e-07,0.0003672964351246002,4,0,-0.003225302416789755,0.04016624455833132,833
road,Fixed-price,7.65604635703563e-06,0.00033542034092931295,0,0,-0.007976746796034564,0.0,834
road,FIDIC 13.8,1.2249674171257005e-06,0.0003669928776487282,23,0,-0.0031906987184138202,0.052016343720965766,834
road,DAM,1.3917701678213734e-06,0.0003638203155815342,5,1,-0.0037111779164889225,0.045634027013405506,834
road,Fixed-price,1.2903328068473632e-05,0.00033542034092931295,0,0,-0.01051203046128911,0.0,835
road,FIDIC 13.8,2.0645324909557854e-06,0.000395243694236501,23,0,-0.004204812184515641,0.07215514984304099,835
road,DAM,2.3304129238429428e-06,0.0003908103509198118,6,0,-0.005163963240302272,0.06753609336999339,835
road,Fixed-price,3.255936112592324e-05,0.00033542034092931295,0,0,-0.01639479925086311,0.0,836
road,FIDIC 13.8,5.209497780147715e-06,0.0004333091533328065,23,0,-0.0065579197003452355,0.11152431586195487,836
road,DAM,9.202492509999966e-06,0.0004266053046624131,5,1,-0.00872251108698742,0.08638061148482672,836
