project,regime,margin_variance,budget_variance,adjustment_count,cap_hit_count,worst_margin,max_employer_exposure,sim_id
building,FIDIC 13.8,1.0710384331379925e-07,0.0006206581734807084,17,0,-0.0009207263972333679,0.012316420446714027,695
building,DAM,1.2556770739783337e-07,0.000621503849576739,1,0,-0.0013293737062661931,0.011268965497975526,695
building,Fixed-price,5.520873078165309e-07,0.0005986727930748318,0,0,-0.0024315909262379587,0.0,696
building,FIDIC 13.8,8.833396925064435e-08,0.0006168839884748698,17,0,-0.0009726363704951752,0.015760880203623366,696
building,DAM,9.894714632331259e-08,0.0006229261266995177,1,0,-0.0011575998947471952,0.012953473468441399,696
building,Fixed-price,5.015324783476909e-06,0.0005986727930748318,0,0,-0.006521261168560513,0.0,697
building,FIDIC 13.8,8.024519653563079e-07,0.000656307723071051,17,0,-0.002608504467424208,0.03379752071597108,697
building,DAM,9.755904280148123e-07,0.0006556131134743835,2,0,-0.003338163785440107,0.029886180775019453,697
building,Fixed-price,1.5982979602965397e-06,0.0005986727930748318,0,0,-0.003469942147842617,0.0,698
building,FIDIC 13.8,2.5572767364744605e-07,0.0006119147897409509,17,0,-0.0013879768591370453,0.014276477029196008,698
building,DAM,5.024769834223943e-07,0.0006011166786988809,2,0,-0.0022792832155351522,0.010695715255796111,698
building,Fixed-price,2.5450645543104917e-06,0.0005986727930748318,0,0,-0.004555398014577189,0.0,699
building,FIDIC 13.8,4.07210328689678e-07,0.0006265273860904219,17,0,-0.00182215920583087,0.02325665863629358,699
building,DAM,6.046153060489457e-07,0.0006210095973538727,2,0,-0.002590394021681347,0.01699418237501484,699
building,Fixed-price,2.3058659251958833e-06,0.0005986727930748318,0,0,-0.0048288152195037765,0.0,700
building,FIDIC 13.8,3.6893854803134217e-07,0.0006384933377249476,17,0,-0.001931526087801519,0.028334064061517627,700
building,DAM,9.271615093212127e-07,0.0006214419497349835,2,0,-0.003027210326096083,0.02092848522880872,700
building,Fixed-price,2.0729557103646853e-06,0.0005986727930748318,0,0,-0.004912073287864277,0.0,701
building,FIDIC 13.8,3.3167291365834856e-07,0.0006236898261222512,17,0,-0.0019648293151457025,0.018555065854131865,701
building,DAM,3.4170216572815453e-07,0.0006254336917997856,2,0,-0.0019648293151457025,0.019061620812542597,701
building,Fixed-price,2.314862319707636e-06,0.0005986727930748318,0,0,-0.00432730916446529,0.0,702
building,FIDIC 13.8,3.703779711532235e-07,0.0006360482823666478,17,0,-0.001730923665786116,0.022647336163362168,702
building,DAM,8.033842700553214e-07,0.0006271883620748216,2,0,-0.002728363688909413,0.01524382134153314,702
building,Fixed-price,1.1485093006562961e-06,0.0005986727930748318,0,0,-0.003105986901676211,0.0,703
building,FIDIC 13.8,1.8376148810500792e-07,0.0006187632127927466,17,0,-0.0012423947606704927,0.01856037869833598,703
building,DAM,2.817011900019549e-07,0.0006134135551784725,2,0,-0.0019218610016124363,0.013363797696886863,703
building,Fixed-price,1.1952196340784682e-06,0.0005986727930748318,0,0,-0.003597548132006592,0.0,704
building,FIDIC 13.8,1.9123514145255545e-07,0.000625153681376199,17,0,-0.0014390192528026396,0.020474576724281036,704
building,DAM,3.629510696341823e-07,0.000618132409061463,2,0,-0.002119677912163706,0.013865816301405619,704
building,Fixed-price,6.668370009805395e-07,0.0005986727930748318,0,0,-0.0028624957668221124,0.0,705
building,FIDIC 13.8,1.0669392015688623e-07,0.0006154019682061107,17,0,-0.001144998306728845,0.017189124806665616,705
building,DAM,2.511636122505299e-07,0.0006171243926056158,2,0,-0.0017281513750215596,0.014400407259137054,705
building,Fixed-price,1.6605453021827256e-06,0.0005986727930748318,0,0,-0.003799316888646334,0.0,706
building,FIDIC 13.8,2.6568724834923503e-07,0.0006168705022530892,17,0,-0.001519726755458528,0.0175272266561075,706
building,DAM,6.292386472402504e-07,0.0006003815943567271,2,0,-0.002165036120129582,0.009483196910188302,706
building,Fixed-price,2.8767875958027706e-07,0.0005986727930748318,0,0,-0.0018382285896687903,0.0,707
building,FIDIC 13.8,4.602860153284422e-08,0.0006062114880509874,17,0,-0.0007352914358675147,0.010601162670108326,707
building,DAM,2.048167263822298e-07,0.000593650909227152,1,0,-0.0015092081504763516,0.003526106921496486,707
building,Fixed-price,1.0186373372506765e-06,0.0005986727930748318,0,0,-0.0030933180782179714,0.0,708
building,FIDIC 13.8,1.6298197396010854e-07,0.0006196316652607692,17,0,-0.0012373272312871941,0.018117239514244356,708
building,DAM,2.7885535527182895e-07,0.0006166364094853452,2,0,-0.00169165282329993,0.015574735447480753,708
building,Fixed-price,4.4318085620925045e-06,0.0005986727930748318,0,0,-0.006281969756860101,0.0,709
building,FIDIC 13.8,7.090893699348039e-07,0.0006513909628637193,17,0,-0.0025127879027440486,0.031994928502853605,709
building,DAM,1.5088415977412922e-06,0.0006321488541327238,3,0,-0.0038652426479603846,0.02360617882705933,709
building,Fixed-price,1.5235490363814872e-06,0.0005986727930748318,0,0,-0.003887232881421454,0.0,710
building,FIDIC 13.8,2.43767845821038e-07,0.0006198572899896637,17,0,-0.0015548931525685844,0.02062455717584078,710
building,DAM,3.4956130793770665e-07,0.0006185169164165578,3,0,-0.0023013693816289343,0.017142507536963725,710
building,Fixed-price,1.8484119874759092e-06,0.0005986727930748318,0,0,-0.00353960403400716,0.0,711
building,FIDIC 13.8,2.9574591799614616e-07,0.0006284726446608466,17,0,-0.001415841613602864,0.019232431425458836,711
building,DAM,4.564791108643702e-07,0.0006250537687970477,2,0,-0.0019948306405486588,0.015014210455204865,711
building,Fixed-price,2.4836918615185176e-06,0.0005986727930748318,0,0,-0.004244917141223825,0.0,712
building,FIDIC 13.8,3.9739069784296224e-07,0.000619249112862751,17,0,-0.0016979668564895273,0.020780300630595546,712
building,DAM,7.677867515002984e-07,0.0006088950991023587,3,0,-0.0028791762464729642,0.016021392615894643,712
building,Fixed-price,5.718039529310665e-07,0.0005986727930748318,0,0,-0.0025018872417225113,0.0,713
building,FIDIC 13.8,9.148863246897059e-08,0.0006168472744887207,17,0,-0.0010007548966890073,0.01436589798299503,713
building,DAM,4.740832973170611e-07,0.000600511466022796,1,0,-0.0021628260536078053,0.006223518773000109,713
building,Fixed-price,2.5821448688292096e-06,0.0005986727930748318,0,0,-0.004982828070292336,0.0,714
building,FIDIC 13.8,4.13143179012674e-07,0.000612489356209615,17,0,-0.001993131228116937,0.02378867823902522,714
building,DAM,5.13764555492918e-07,0.000595319108641502,2,0,-0.002114165168170354,0.01587485287133131,714
building,Fixed-price,1.770374634690498e-07,0.0005986727930748318,0,0,-0.001278476005360879,0.0,715
building,FIDIC 13.8,2.8325994155048193e-08,0.0006062609319611109,17,0,-0.0005113904021443599,0.008923552953040082,715
building,DAM,1.9013513463277523e-07,0.0005943741326352339,1,0,-0.001278476005360879,0.0014621640802436435,715
building,Fixed-price,1.3341947490147998e-06,0.0005986727930748318,0,0,-0.003916921151427097,0.0,716
building,FIDIC 13.8,2.134711598423689e-07,0.0006208738498072507,17,0,-0.0015667684605708415,0.021138279437436087,716
building,DAM,4.740012162401919e-07,0.0006165221909987374,2,0,-0.002567965347067741,0.01864009392664859,716
building,Fixed-price,7.527960804787172e-07,0.0005986727930748318,0,0,-0.0026910934141903403,0.0,717
building,FIDIC 13.8,1.2044737287659465e-07,0.0006168819340007388,17,0,-0.0010764373656761278,0.014494672862087613,717
building,DAM,1.7741045263995242e-07,0.0006130765440791791,1,0,-0.0015172433497428472,0.009110660484278426,717
building,Fixed-price,3.2104972728912114e-07,0.0005986727930748318,0,0,-0.0016059784988520648,0.0,718
building,FIDIC 13.8,5.1367956366259574e-08,0.0006093698917037103,17,0,-0.0006423913995408231,0.009107415844939803,718
building,DAM,3.235657077961738e-07,0.0005941969655281099,1,0,-0.0016059784988520648,0.001997553133357384,718
building,Fixed-price,4.262882873738841e-07,0.0005986727930748318,0,0,-0.0022168682917056703,0.0,719
building,FIDIC 13.8,6.820612597982177e-08,0.0006141029577315057,17,0,-0.0008867473166822709,0.009435848891751678,719
building,DAM,3.29674536306694e-07,0.0006001525474175532,1,0,-0.0022168682917056703,0.0051299225987154135,719
building,Fixed-price,3.524662179940781e-07,0.0005986727930748318,0,0,-0.0017143155608043276,0.0,720
building,FIDIC 13.8,5.639459487905244e-08,0.0006117922902392635,17,0,-0.0006857262243217394,0.008158971513310943,720
building,DAM,3.657385332742195e-07,0.0005974228068290781,1,0,-0.0017143155608043276,0.0003148669699513471,720
building,Fixed-price,2.84574000644484e-06,0.0005986727930748318,0,0,-0.00529222478102237,0.0,721
building,FIDIC 13.8,4.553184010311747e-07,0.000640713603905492,17,0,-0.0021168899124089507,0.0263298284583447,721
building,DAM,7.491375943286279e-07,0.0006341939455476694,2,0,-0.0029411156370668518,0.022521670022158248,721
building,Fixed-price,1.702381976140701e-06,0.0005986727930748318,0,0,-0.0038428092848758616,0.0,722
building,FIDIC 13.8,2.723811161825127e-07,0.0006314763919848719,17,0,-0.0015371237139503446,0.021632669063283858,722
building,DAM,3.363312681265504e-07,0.0006322982719756327,1,0,-0.0019868513874167493,0.016778703772349666,722
building,Fixed-price,1.2962026628309574e-06,0.0005986727930748318,0,0,-0.0031263596626076307,0.0,723
building,FIDIC 13.8,2.0739242605295416e-07,0.0006143085960714908,17,0,-0.0012505438650430578,0.013280009980694483,723
building,DAM,3.5737785852129743e-07,0.0006069064455401113,2,0,-0.0018539132648694862,0.010143045906305746,723
building,Fixed-price,8.030994469011561e-07,0.0005986727930748318,0,0,-0.0028831017441881893,0.0,724
building,FIDIC 13.8,1.2849591150418483e-07,0.0006160102343153416,17,0,-0.0011532406976752715,0.016646933181491498,724
building,DAM,2.0781408760285954e-07,0.0006180311167081128,2,0,-0.0019333426845799806,0.014823552840845597,724
building,Fixed-price,9.36764877497026e-07,0.0005986727930748318,0,0,-0.0028013308921870372,0.0,725
building,FIDIC 13.8,1.4988238039952402e-07,0.0006173798629634727,17,0,-0.001120532356874815,0.015930585030486222,725
building,DAM,2.673001437042242e-07,0.0006161056378804891,2,0,-0.0016574830630920745,0.011165510828576461,725
building,Fixed-price,9.78433970084629e-07,0.0005986727930748318,0,0,-0.0029752546735421354,0.0,726
building,FIDIC 13.8,1.5654943521354116e-07,0.0006204121631461052,17,0,-0.001190101869416857,0.0184463152892981,726
building,DAM,1.4713405483896243e-07,0.000622280126493395,2,0,-0.0014485574918427918,0.014945843364876959,726
building,Fixed-price,4.799736580309879e-07,0.0005986727930748318,0,0,-0.0020302879125436296,0.0,727
building,FIDIC 13.8,7.679578528495772e-08,0.0006159941318320376,17,0,-0.0008121151650174463,0.013111759326193767,727
building,DAM,4.6183014263029044e-08,0.0006220053566885463,1,0,-0.0008803237364241601,0.011709120309367391,727
building,Fixed-price,6.0241180813743855e-06,0.0005986727930748318,0,0,-0.00716305262022357,0.0,728
building,FIDIC 13.8,9.638588930199003e-07,0.0006542443731152275,17,0,-0.0028652210480894225,0.03236946155009108,728
building,DAM,1.4077617489534296e-06,0.000646153573807525,2,0,-0.0033575856369461032,0.02614421046355179,728
building,Fixed-price,1.2757643763929e-06,0.0005986727930748318,0,0,-0.0037025148465612973,0.0,729
building,FIDIC 13.8,2.041223002228639e-07,0.0006181311587213944,17,0,-0.001481005938624519,0.01932228804584683,729
building,DAM,5.356274020645184e-07,0.0006029378155905844,2,0,-0.002261142438580721,0.010486485594411253,729
building,Fixed-price,3.9026989504488586e-06,0.0005986727930748318,0,0,-0.006018355598657807,0.0,730
building,FIDIC 13.8,6.244318320718187e-07,0.0006506430101549917,17,0,-0.0024073422394631228,0.033888301376161896,730
building,DAM,6.732485425671177e-07,0.0006521803179872026,3,0,-0.0026212316203411273,0.030848857866833664,730
building,Fixed-price,3.389159025417948e-06,0.0005986727930748318,0,0,-0.005369150280582449,0.0,731
building,FIDIC 13.8,5.422654440668719e-07,0.0006404837144188541,17,0,-0.0021476601122329825,0.02845319792115073,731
building,DAM,9.60742540874905e-07,0.0006307421508897573,3,0,-0.002989733965367114,0.022656019688282236,731
building,Fixed-price,8.717035337420309e-07,0.0005986727930748318,0,0,-0.0025900582268346475,0.0,732
building,FIDIC 13.8,1.394725653987243e-07,0.0005946008910530778,17,0,-0.0010360232907338576,0.006921247184463448,732
building,DAM,2.8343566898731485e-07,0.0005946899687121841,2,0,-0.001469530658739407,0.005256386680437692,732
building,Fixed-price,2.816405424368931e-06,0.0005986727930748318,0,0,-0.004919848424204981,0.0,733
building,FIDIC 13.8,4.506248678990302e-07,0.0006390512875482374,17,0,-0.0019679393696819952,0.02710250566439091,733
building,DAM,7.97449920329348e-07,0.0006304583022118888,3,0,-0.003169565590619469,0.021257220547855137,733
building,Fixed-price,7.302682863499508e-07,0.0005986727930748318,0,0,-0.0021266284352488285,0.0,734
building,FIDIC 13.8,1.168429258159923e-07,0.0006036627699478598,17,0,-0.000850651374099537,0.009683275100452467,734
building,DAM,2.481548715890563e-07,0.0005959569678924769,2,0,-0.0015483002652005307,0.006743217354334876,734
building,Fixed-price,1.430848489428724e-06,0.0005986727930748318,0,0,-0.003767140895046109,0.0,735
building,FIDIC 13.8,2.2893575830859687e-07,0.0006194903409342491,17,0,-0.001506856358018449,0.018295439318909416,735
building,DAM,3.226020929751091e-07,0.0006148562642836297,2,0,-0.00204027041720152,0.013807647735007658,735
building,Fixed-price,6.488284589299047e-07,0.0005986727930748318,0,0,-0.0026628469707204727,0.0,736
building,FIDIC 13.8,1.0381255342878433e-07,0.0006180219606216068,17,0,-0.001065138788288178,0.01570477547406423,736
building,DAM,1.586267001373744e-07,0.0006206815544767069,1,0,-0.001605530187482454,0.010869120993938382,736
building,Fixed-price,7.077176745100696e-06,0.0005986727930748318,0,0,-0.007899534472859182,0.0,737
building,FIDIC 13.8,1.1323482792161133e-06,0.0006685999996344576,17,0,-0.0031598137891436784,0.041807912683209436,737
building,DAM,1.171912993198963e-06,0.0006678000194968335,2,0,-0.0032161007343279313,0.03736765372554331,737
building,Fixed-price,1.7333958340099905e-06,0.0005986727930748318,0,0,-0.00398166038257107,0.0,738
building,FIDIC 13.8,2.773433334415995e-07,0.0006209157277842108,17,0,-0.0015926641530284308,0.02034738025018961,738
building,DAM,5.533329703198837e-07,0.0006128322485330298,3,0,-0.0027450387146329275,0.013701279512961791,738
building,Fixed-price,6.413529880684543e-07,0.0005986727930748318,0,0,-0.0022890865320662618,0.0,739
building,FIDIC 13.8,1.0261647809095219e-07,0.0006115787919848211,17,0,-0.0009156346128264964,0.010691486679472114,739
building,DAM,3.146557453542897e-07,0.0006003358263551035,1,0,-0.0019264884425053558,0.005694170691532802,739
building,Fixed-price,1.9391699899521106e-06,0.0005986727930748318,0,0,-0.004383824656838856,0.0,740
building,FIDIC 13.8,3.102671983923366e-07,0.0006259887617362301,17,0,-0.0017535298627355395,0.024028286393089623,740
building,DAM,6.349101213130658e-07,0.0006154817548985966,3,0,-0.0029327925001139954,0.016550974541702457,740
building,Fixed-price,1.154424895113103e-06,0.0005986727930748318,0,0,-0.0028863616676418347,0.0,741
building,FIDIC 13.8,1.847079832180964e-07,0.0006210816916339731,17,0,-0.0011545446670567366,0.017375465804651557,741
building,DAM,2.2414641116121992e-07,0.0006218591757894769,2,0,-0.0015745145366107272,0.01459617415255687,741
building,Fixed-price,6.819774108662614e-06,0.0005986727930748318,0,0,-0.007665362309392201,0.0,742
building,FIDIC 13.8,1.091163857386018e-06,0.0006542010236544673,17,0,-0.0030661449237568833,0.039198959302391735,742
building,DAM,1.365779907514723e-06,0.0006514302402925306,3,0,-0.003790189715950784,0.03569556097674194,742
building,Fixed-price,9.082788278603942e-07,0.0005986727930748318,0,0,-0.0032681716430466995,0.0,743
building,FIDIC 13.8,1.4532461245766438e-07,0.0006190719194515683,17,0,-0.0013072686572186826,0.017444357078771087,743
building,DAM,2.9821887525464905e-07,0.0006207216968618439,2,0,-0.001984528014368339,0.01341172093604816,743
building,Fixed-price,1.910122916468145e-06,0.0005986727930748318,0,0,-0.003866890877428586,0.0,744
building,FIDIC 13.8,3.056196666349032e-07,0.0006141038185829579,17,0,-0.0015467563509714288,0.01913613158123635,744
building,DAM,6.848967162878776e-07,0.0006030041151290258,3,0,-0.002607429842435477,0.012882383258742396,744
building,Fixed-price,1.7751954288298046e-06,0.0005986727930748318,0,0,-0.004176884077423337,0.0,745
building,FIDIC 13.8,2.8403126861276934e-07,0.0006301863279140373,17,0,-0.0016707536309693294,0.026650328064118406,745
building,DAM,6.693747241019478e-07,0.0006174435863586682,3,0,-0.0028587686805680718,0.01917598298919606,745
building,Fixed-price,1.2691263456488402e-06,0.0005986727930748318,0,0,-0.003464680457436989,0.0,746
building,FIDIC 13.8,2.0306021530381548e-07,0.000614750469386468,17,0,-0.0013858721829747983,0.015720020032307304,746
building,DAM,2.8843304628673016e-07,0.0006046772587138564,2,0,-0.0016352048283034132,0.01145297607762758,746
building,Fixed-price,1.8012307415884952e-06,0.0005986727930748318,0,0,-0.00380983802860925,0.0,747
building,FIDIC 13.8,2.8819691865415925e-07,0.0006270574386420046,17,0,-0.0015239352114437,0.021691028642989777,747
building,DAM,6.195833138141583e-07,0.0006188502933596624,2,0,-0.0022628248662420886,0.016251956504473995,747
building,Fixed-price,2.797376458978973e-07,0.0005986727930748318,0,0,-0.0017710791721280983,0.0,748
building,FIDIC 13.8,4.475802334366343e-08,0.0006063015385952116,17,0,-0.0007084316688512338,0.0069613227544190566,748
building,DAM,2.9076642960244765e-07,0.0005958684819207655,1,0,-0.0017710791721280983,0.0007974732072987547,748
building,Fixed-price,2.3547960948570314e-07,0.0005986727930748318,0,0,-0.001852136660703864,0.0,749
building,FIDIC 13.8,3.767673751771249e-08,0.0006029847528566911,17,0,-0.0007408546642815456,0.008753433158054167,749
building,DAM,1.0331807485996123e-07,0.0005936138179711253,1,0,-0.0011033369219878852,0.0035527855107737216,749
building,Fixed-price,4.3741228097044996e-06,0.0005986727930748318,0,0,-0.006308313385549394,0.0,750
building,FIDIC 13.8,6.998596495527185e-07,0.0006503473565529425,17,0,-0.0025233253542197576,0.037285315788888926,750
building,DAM,8.765634135801125e-07,0.0006480503096777164,3,0,-0.0030957794255511845,0.034018813477779984,750
building,Fixed-price,7.806393573799193e-06,0.0005986727930748318,0,0,-0.007964778202772194,0.0,751
building,FIDIC 13.8,1.2490229718078719e-06,0.0006710363180728919,17,0,-0.0031859112811088858,0.04335385888768861,751
building,DAM,1.3934796961580357e-06,0.0006678641885894469,3,0,-0.003518904054813962,0.039548011230337056,751
building,Fixed-price,3.270112399590906e-06,0.0005986727930748318,0,0,-0.005592848898888933,0.0,752
building,FIDIC 13.8,5.23217983934546e-07,0.0006459177194962284,17,0,-0.0022371395595555815,0.028998196183868348,752
building,DAM,1.0274259428099214e-06,0.0006333240880723308,3,0,-0.0033718054625235666,0.023190987640696707,752
building,Fixed-price,1.0305691156206357e-06,0.0005986727930748318,0,0,-0.0024538583880535023,0.0,753
building,FIDIC 13.8,1.6489105849930124e-07,0.0006169802832333603,17,0,-0.0009815433552214023,0.015262877099776457,753
building,DAM,3.297807500854654e-07,0.0006115361217144448,2,0,-0.0018143894839202646,0.01140033601837416,753
building,Fixed-price,1.8528657154223676e-06,0.0005986727930748318,0,0,-0.004022828153026209,0.0,754
building,FIDIC 13.8,2.9645851446757956e-07,0.0006253735244278773,17,0,-0.0016091312612104836,0.02026119028252302,754
building,DAM,4.5323062287869797e-07,0.0006199843289597018,2,0,-0.002536922021061247,0.016120162562335828,754
building,Fixed-price,4.007931555123492e-06,0.0005986727930748318,0,0,-0.0056948947552376145,0.0,755
building,FIDIC 13.8,6.412690488197581e-07,0.0006419369151771906,17,0,-0.0022779579020950486,0.030717171681113473,755
building,DAM,8.773454247038308e-07,0.0006394935225792499,3,0,-0.0032104648352049986,0.025440246734178187,755
building,Fixed-price,7.160096071467988e-07,0.0005986727930748318,0,0,-0.002872534236193894,0.0,756
building,FIDIC 13.8,1.1456153714348855e-07,0.0006172208434258477,17,0,-0.001149013694477563,0.016291240452040213,756
building,DAM,1.4365782359154417e-07,0.0006168561176130211,2,0,-0.001434871086151146,0.012009863040602056,756
building,Fixed-price,1.199108160723164e-06,0.0005986727930748318,0,0,-0.003364650988246662,0.0,757
building,FIDIC 13.8,1.9185730571570612e-07,0.0006132827441989543,17,0,-0.0013458603952986592,0.015706037925351333,757
building,DAM,3.791148151338981e-07,0.0006053026047678408,2,0,-0.002006650083734421,0.009887605199591568,757
building,Fixed-price,1.427130847779097e-06,0.0005986727930748318,0,0,-0.003331083058070866,0.0,758
building,FIDIC 13.8,2.2834093564465586e-07,0.0006296627262664632,17,0,-0.0013324332232283465,0.019107876656907774,758
building,DAM,1.878285704625933e-07,0.0006329452265067739,1,0,-0.001348700820177795,0.01709546375883998,758
building,Fixed-price,1.7542410845262182e-06,0.0005986727930748318,0,0,-0.0035957894549272507,0.0,759
building,FIDIC 13.8,2.8067857352419535e-07,0.0006224504006888265,17,0,-0.0014383157819709003,0.017432283720336946,759
building,DAM,6.151419865205556e-07,0.0006160108983690946,2,0,-0.002396414748008849,0.013441235994032037,759
building,Fixed-price,1.5293055756387881e-06,0.0005986727930748318,0,0,-0.003824906482105081,0.0,760
building,FIDIC 13.8,2.446888921022064e-07,0.0006265840671073834,17,0,-0.0015299625928420352,0.02133159587049909,760
building,DAM,3.7010920860029236e-07,0.0006221679451707628,2,0,-0.0023424818420522686,0.016877851337635863,760
building,Fixed-price,2.828790640952615e-06,0.0005986727930748318,0,0,-0.004905879899337884,0.0,761
building,FIDIC 13.8,4.526065025524205e-07,0.0006348836929240896,17,0,-0.0019623519597351535,0.03184153944588769,761
building,DAM,8.008919879309711e-07,0.0006231815795884652,3,0,-0.0029689342026005122,0.02565854684317672,761
building,Fixed-price,8.909525081802253e-07,0.0005986727930748318,0,0,-0.002245019580350227,0.0,762
building,FIDIC 13.8,1.4255240130883683e-07,0.0005866245548332684,17,0,-0.0008980078321400922,0.004444769105610216,762
building,DAM,5.032260763791715e-07,0.0005896360275151175,1,0,-0.0016350955557296043,0.003102332831921034,762
building,Fixed-price,2.9656705690507485e-07,0.0005986727930748318,0,0,-0.0013040435277171872,0.0,763
building,FIDIC 13.8,4.745072910481255e-08,0.0005993237490561946,17,0,-0.0005216174110868749,0.004101013902857062,763
building,DAM,1.9115659999774104e-07,0.0005938205882640067,1,0,-0.001242451611976128,0.0021675264142404006,763
building,Fixed-price,2.3170946913012076e-06,0.0005986727930748318,0,0,-0.005068291514645801,0.0,764
building,FIDIC 13.8,3.707351506081929e-07,0.0006383333293019178,17,0,-0.002027316605858323,0.026168532017936976,764
building,DAM,6.559677938108352e-07,0.0006281481966790344,2,0,-0.003112130539790023,0.022705159565675783,764
building,Fixed-price,2.8081602436823337e-06,0.0005986727930748318,0,0,-0.004711489126288118,0.0,765
building,FIDIC 13.8,4.493056389891724e-07,0.0006385295099403674,17,0,-0.0018845956505152417,0.026466814147689328,765
building,DAM,7.177749153959948e-07,0.0006329203876429749,2,0,-0.002484957653302408,0.02018296841932607,765
building,Fixed-price,1.2198885546092068e-06,0.0005986727930748318,0,0,-0.0029677004875537233,0.0,766
building,FIDIC 13.8,1.9518216873747343e-07,0.0006274078309668574,17,0,-0.001187080195021492,0.016343821465334574,766
building,DAM,1.497003993215059e-07,0.0006303188417201978,1,0,-0.001148818689630765,0.01580816848139075,766
building,Fixed-price,6.668305594626713e-06,0.0005986727930748318,0,0,-0.008808908700008306,0.0,767
building,FIDIC 13.8,1.0669288951402756e-06,0.0006533265333401832,17,0,-0.003523563480003322,0.03985706487077179,767
building,DAM,1.1099727909990535e-06,0.000649394389650749,3,0,-0.003523563480003322,0.03485525734581695,767
building,Fixed-price,1.177504686987307e-07,0.0005986727930748318,0,0,-0.0009217112187708265,0.0,768
building,FIDIC 13.8,1.884007499179694e-08,0.000591790395325701,17,0,-0.0003686844875083299,0.0013262070304503831,768
building,DAM,6.100670077223877e-08,0.0005952991858984183,1,0,-0.0007921723734115663,0.000960494049214443,768
building,Fixed-price,2.351292704768012e-06,0.0005986727930748318,0,0,-0.0048881852891921596,0.0,769
building,FIDIC 13.8,3.7620683276288155e-07,0.0006341727777312543,17,0,-0.001955274115676864,0.023685896001935797,769
building,DAM,5.907540145168882e-07,0.0006286770743971502,2,0,-0.0027483805255380522,0.01781263817609208,769
building,Fixed-price,1.3251448128124121e-06,0.0005986727930748318,0,0,-0.003876547584360873,0.0,770
building,FIDIC 13.8,2.1202317004998672e-07,0.0006239438553375149,17,0,-0.0015506190337443576,0.02031378812902427,770
building,DAM,3.255369750742584e-07,0.0006180450367788384,2,0,-0.002045742344602114,0.014015554764879697,770
building,Fixed-price,1.4250967940751063e-06,0.0005986727930748318,0,0,-0.0039457929806388375,0.0,771
building,FIDIC 13.8,2.2801548705201718e-07,0.000627455394149989,17,0,-0.0015783171922555406,0.019613548432911587,771
building,DAM,5.184727232477258e-07,0.0006227471604081524,1,0,-0.0026653161185754976,0.012859052370430593,771
building,Fixed-price,4.812381032175644e-06,0.0005986727930748318,0,0,-0.006528793818587911,0.0,772
building,FIDIC 13.8,7.699809651481057e-07,0.0006424009768610098,17,0,-0.0026115175274351726,0.034803566697790216,772
building,DAM,1.0740581066036457e-06,0.0006350026982232882,3,0,-0.003099228942749027,0.02887552376535111,772
building,Fixed-price,6.78660970195749e-07,0.0005986727930748318,0,0,-0.002888893624983818,0.0,773
building,FIDIC 13.8,1.0858575523132007e-07,0.0006140563036714296,17,0,-0.00115555744999353,0.014840747509823834,773
building,DAM,3.2796765168575183e-07,0.0006008400630980922,1,0,-0.0020633888418644664,0.007186208638207381,773
building,Fixed-price,2.2163881200156847e-06,0.0005986727930748318,0,0,-0.0045568824481322795,0.0,774
building,FIDIC 13.8,3.5462209920250967e-07,0.000633815179625291,17,0,-0.0018227529792529118,0.02398506054269664,774
building,DAM,6.950669360199127e-07,0.0006238085680181013,2,0,-0.0028213382501106055,0.01789992152587973,774
building,Fixed-price,1.3848664823229506e-06,0.0005986727930748318,0,0,-0.004170994685872162,0.0,775
building,FIDIC 13.8,2.2157863717167254e-07,0.0006150558283058097,17,0,-0.001668397874348873,0.01900268955469088,775
building,DAM,3.961311200894819e-07,0.0006027048411358071,2,0,-0.002215168345920837,0.011698945147311242,775
building,Fixed-price,6.202903369746383e-07,0.0005986727930748318,0,0,-0.0022757980349832896,0.0,776
building,FIDIC 13.8,9.924645391594156e-08,0.000619612673121395,17,0,-0.0009103192139933158,0.013358015170073394,776
building,DAM,1.5580371104475827e-07,0.0006213991272024003,1,0,-0.001664761335260126,0.011218068050420449,776
building,Fixed-price,6.232425997317196e-06,0.0005986727930748318,0,0,-0.0073436973556137985,0.0,777
building,FIDIC 13.8,9.971881595707512e-07,0.0006477891796896163,17,0,-0.002937478942245525,0.03688467282860687,777
building,DAM,1.4566208519392425e-06,0.0006379685682691808,4,0,-0.003945441937639321,0.03229214652790941,777
building,Fixed-price,1.3900229162620525e-06,0.0005986727930748318,0,0,-0.003478778377701802,0.0,778
building,FIDIC 13.8,2.2240366660192773e-07,0.0006291349644706352,17,0,-0.001391511351080718,0.01917130822904326,778
building,DAM,4.378805412978699e-07,0.0006216088165568459,2,0,-0.0020562953890624763,0.013423948780703002,778
building,Fixed-price,1.8987178113282831e-06,0.0005986727930748318,0,0,-0.003664475641197998,0.0,779
building,FIDIC 13.8,3.0379484981252446e-07,0.000607752051636587,17,0,-0.0014657902564791936,0.018240128139864337,779
building,DAM,4.480468652933206e-07,0.0006041123315272093,3,0,-0.002290297033281055,0.014412992685482342,779
building,Fixed-price,8.841429516027647e-08,0.0005986727930748318,0,0,-0.0004874862890426046,0.0,780
building,FIDIC 13.8,1.4146287225644351e-08,0.0005960261886380146,17,0,-0.00019499451561703907,0.0,780
